id,name,user_id,task_id,task_type,category,pattern,frequency,accuracy,impact_score,last_seen,created_at,updated_at
56,時間管理パターン_最適化L16,3,56,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 16, ""coefficient"": ""実践力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",64,1.0,0.906,2024-03-27T13:00:00Z,2024-03-27T00:00:00Z,2024-03-27T00:00:00Z
57,実践力型学習パターン_L17,3,57,machining,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 17, ""coefficient"": ""実践力"", ""task_type"": ""machining"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",60,1.0,1.0,2024-03-31T06:00:00Z,2024-03-30T00:00:00Z,2024-03-30T00:00:00Z
58,エラー傾向パターン_頻度2,3,58,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 18, ""coefficient"": ""実践力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",59,1.0,0.869,2024-04-02T23:00:00Z,2024-04-02T00:00:00Z,2024-04-02T00:00:00Z
59,エラー傾向パターン_頻度1,3,59,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 19, ""coefficient"": ""実践力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",68,1.0,0.88,2024-04-06T00:00:00Z,2024-04-05T00:00:00Z,2024-04-05T00:00:00Z
60,時間管理パターン_最適化L20,3,60,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 20, ""coefficient"": ""実践力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",75,1.0,1.0,2024-04-09T11:00:00Z,2024-04-08T00:00:00Z,2024-04-08T00:00:00Z
61,成功要因パターン_達成率5%,4,61,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 1, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",17,0.613,0.557,2024-02-13T13:00:00Z,2024-02-13T00:00:00Z,2024-02-13T00:00:00Z
62,分析力型学習パターン_L2,4,62,machining,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 2, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""段階的学習"", ""反復練習重視"", ""基礎固め""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",18,0.678,0.525,2024-02-17T19:00:00Z,2024-02-16T00:00:00Z,2024-02-16T00:00:00Z
63,エラー傾向パターン_頻度17,4,63,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 3, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",27,0.715,0.664,2024-02-19T09:00:00Z,2024-02-19T00:00:00Z,2024-02-19T00:00:00Z
64,成功要因パターン_達成率20%,4,64,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 4, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",20,0.656,0.551,2024-02-23T00:00:00Z,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z
65,成功要因パターン_達成率25%,4,65,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 5, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",28,0.74,0.587,2024-02-25T16:00:00Z,2024-02-25T00:00:00Z,2024-02-25T00:00:00Z
66,成功要因パターン_達成率30%,4,66,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 6, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",26,0.72,0.653,2024-02-28T21:00:00Z,2024-02-28T00:00:00Z,2024-02-28T00:00:00Z
67,分析力型学習パターン_L7,4,67,machining,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 7, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",40,0.758,0.716,2024-03-03T18:00:00Z,2024-03-02T00:00:00Z,2024-03-02T00:00:00Z
68,成功要因パターン_達成率40%,4,68,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 8, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",37,0.788,0.751,2024-03-05T10:00:00Z,2024-03-05T00:00:00Z,2024-03-05T00:00:00Z
69,時間管理パターン_最適化L9,4,69,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 9, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",39,0.787,0.819,2024-03-10T00:00:00Z,2024-03-08T00:00:00Z,2024-03-08T00:00:00Z
70,成功要因パターン_達成率50%,4,70,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 10, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",47,0.862,0.762,2024-03-12T07:00:00Z,2024-03-11T00:00:00Z,2024-03-11T00:00:00Z
71,エラー傾向パターン_頻度9,4,71,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 11, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",48,0.833,0.795,2024-03-15T01:00:00Z,2024-03-14T00:00:00Z,2024-03-14T00:00:00Z
72,時間管理パターン_最適化L12,4,72,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 12, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",52,0.911,0.862,2024-03-17T18:00:00Z,2024-03-17T00:00:00Z,2024-03-17T00:00:00Z
73,時間管理パターン_最適化L13,4,73,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 13, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",57,0.96,0.844,2024-03-21T22:00:00Z,2024-03-20T00:00:00Z,2024-03-20T00:00:00Z
74,エラー傾向パターン_頻度6,4,74,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 14, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",58,0.988,0.768,2024-03-24T06:00:00Z,2024-03-23T00:00:00Z,2024-03-23T00:00:00Z
75,作業リズムパターン_効率75%,4,75,machining,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 15, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",58,0.96,0.781,2024-03-27T23:00:00Z,2024-03-26T00:00:00Z,2024-03-26T00:00:00Z
76,エラー傾向パターン_頻度4,4,76,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 16, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",53,0.962,0.964,2024-03-29T23:00:00Z,2024-03-29T00:00:00Z,2024-03-29T00:00:00Z
77,エラー傾向パターン_頻度3,4,77,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 17, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",58,1.0,0.992,2024-04-01T08:00:00Z,2024-04-01T00:00:00Z,2024-04-01T00:00:00Z
78,エラー傾向パターン_頻度2,4,78,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 18, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",65,1.0,1.0,2024-04-05T05:00:00Z,2024-04-04T00:00:00Z,2024-04-04T00:00:00Z
79,分析力型学習パターン_L19,4,79,machining,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 19, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""自律的学習"", ""創造的思考"", ""統合的理解""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",72,1.0,0.879,2024-04-08T10:00:00Z,2024-04-07T00:00:00Z,2024-04-07T00:00:00Z
80,エラー傾向パターン_頻度1,4,80,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 20, ""coefficient"": ""分析力"", ""task_type"": ""machining"", ""characteristics"": [""高度な最適化"", ""予防的対応"", ""ミス最小化""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""高品質な成果"", ""効率的完了"", ""継続的改善""]}",78,1.0,1.0,2024-04-11T02:00:00Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z
81,エラー傾向パターン_頻度19,5,81,machining,error_tendency,"{""pattern_type"": ""error_tendency"", ""level"": 1, ""coefficient"": ""創造力"", ""task_type"": ""machining"", ""characteristics"": [""基本的ミスの発生"", ""確認不足"", ""経験不足""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",11,0.649,0.535,2024-02-16T19:00:00Z,2024-02-15T00:00:00Z,2024-02-15T00:00:00Z
82,作業リズムパターン_効率10%,5,82,machining,work_rhythm,"{""pattern_type"": ""work_rhythm"", ""level"": 2, ""coefficient"": ""創造力"", ""task_type"": ""machining"", ""characteristics"": [""集中時間の最適化"", ""休憩タイミングの確立"", ""効率的作業フロー""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",18,0.689,0.579,2024-02-19T21:00:00Z,2024-02-18T00:00:00Z,2024-02-18T00:00:00Z
83,時間管理パターン_最適化L3,5,83,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 3, ""coefficient"": ""創造力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",19,0.659,0.595,2024-02-21T21:00:00Z,2024-02-21T00:00:00Z,2024-02-21T00:00:00Z
84,時間管理パターン_最適化L4,5,84,machining,time_management,"{""pattern_type"": ""time_management"", ""level"": 4, ""coefficient"": ""創造力"", ""task_type"": ""machining"", ""characteristics"": [""タスク優先順位付け"", ""時間配分最適化"", ""効率的実行""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",20,0.685,0.583,2024-02-25T08:00:00Z,2024-02-24T00:00:00Z,2024-02-24T00:00:00Z
85,創造力型学習パターン_L5,5,85,machining,learning_style,"{""pattern_type"": ""learning_style"", ""level"": 5, ""coefficient"": ""創造力"", ""task_type"": ""machining"", ""characteristics"": [""応用重視"", ""実践的アプローチ"", ""問題解決型""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",33,0.731,0.667,2024-02-28T15:00:00Z,2024-02-27T00:00:00Z,2024-02-27T00:00:00Z
86,成功要因パターン_達成率30%,5,86,machining,success_factor,"{""pattern_type"": ""success_factor"", ""level"": 6, ""coefficient"": ""創造力"", ""task_type"": ""machining"", ""characteristics"": [""計画的準備"", ""適切なツール選択"", ""品質重視""], ""triggers"": [""タスク開始時"", ""問題発生時"", ""レビュー時""], ""outcomes"": [""基本的な成果達成"", ""学習進捗"", ""スキル向上""]}",23,0.754,0.579,2024-03-02T15:00:00Z,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z
